timestamp,total_power_watts
2024-01-15 01:44:00,146.77
2024-01-15 01:45:00,158.08
2024-01-15 01:46:00,187.72
2024-01-15 01:47:00,153.49
2024-01-15 01:48:00,155.15
2024-01-15 01:49:00,148.51
2024-01-15 01:50:00,111.62
2024-01-15 01:51:00,149.47
2024-01-15 01:52:00,151.2
2024-01-15 01:53:00,199.26
2024-01-15 01:54:00,146.15
2024-01-15 01:55:00,156.03
2024-01-15 01:56:00,149.31
2024-01-15 01:57:00,126.63
2024-01-15 01:58:00,172.86
2024-01-15 01:59:00,165.04
2024-01-15 02:00:00,165.82
2024-01-15 02:01:00,131.81
2024-01-15 02:02:00,178.06
2024-01-15 02:03:00,121.96
2024-01-15 02:04:00,161.74
2024-01-15 02:05:00,193.81
2024-01-15 02:06:00,130.19
2024-01-15 02:07:00,138.67
2024-01-15 02:08:00,151.99
2024-01-15 02:09:00,139.93
2024-01-15 02:10:00,0.0
2024-01-15 02:11:00,1.37
2024-01-15 02:12:00,0.0
2024-01-15 02:13:00,9.47
2024-01-15 02:14:00,0.0
2024-01-15 02:15:00,31.0
2024-01-15 02:16:00,0.0
2024-01-15 02:17:00,0.0
2024-01-15 02:18:00,16.27
2024-01-15 02:19:00,0.0
2024-01-15 02:20:00,4.55
2024-01-15 02:21:00,26.14
2024-01-15 02:22:00,0.0
2024-01-15 02:23:00,3.69
2024-01-15 02:24:00,5.2
2024-01-15 02:25:00,15.64
2024-01-15 02:26:00,0.0
2024-01-15 02:27:00,0.0
2024-01-15 02:28:00,10.44
2024-01-15 02:29:00,5.94
2024-01-15 02:30:00,155.01
2024-01-15 02:31:00,156.93
2024-01-15 02:32:00,136.4
2024-01-15 02:33:00,154.65
2024-01-15 02:34:00,155.86
2024-01-15 02:35:00,135.71
2024-01-15 02:36:00,187.32
2024-01-15 02:37:00,159.48
2024-01-15 02:38:00,126.17
2024-01-15 02:39:00,163.13
2024-01-15 02:40:00,130.51
2024-01-15 02:41:00,165.74
2024-01-15 02:42:00,173.17
2024-01-15 02:43:00,133.59
2024-01-15 02:44:00,169.27
2024-01-15 02:45:00,158.26
2024-01-15 02:46:00,166.44
2024-01-15 02:47:00,187.94
2024-01-15 02:48:00,145.09
2024-01-15 02:49:00,134.93
2024-01-15 02:50:00,132.21
2024-01-15 02:51:00,133.68
2024-01-15 02:52:00,148.46
2024-01-15 02:53:00,156.82
2024-01-15 02:54:00,155.53
2024-01-15 02:55:00,166.54
2024-01-15 02:56:00,150.26
2024-01-15 02:57:00,179.07
2024-01-15 02:58:00,144.71
2024-01-15 02:59:00,204.4
2024-01-15 03:00:00,12.51
2024-01-15 03:01:00,0.0
2024-01-15 03:02:00,0.0
2024-01-15 03:03:00,9.65
2024-01-15 03:04:00,0.0
2024-01-15 03:05:00,14.28
2024-01-15 03:06:00,9.46
2024-01-15 03:07:00,0.0
2024-01-15 03:08:00,0.0
2024-01-15 03:09:00,0.0
2024-01-15 03:10:00,0.0
2024-01-15 03:11:00,17.13
2024-01-15 03:12:00,4.28
2024-01-15 03:13:00,0.0
2024-01-15 03:14:00,3.46
2024-01-15 03:15:00,7.71
2024-01-15 03:16:00,0.0
2024-01-15 03:17:00,3.07
2024-01-15 03:18:00,1.16
2024-01-15 03:19:00,0.0
2024-01-15 03:20:00,157.16
2024-01-15 03:21:00,161.22
2024-01-15 03:22:00,171.66
2024-01-15 03:23:00,171.08
2024-01-15 03:24:00,122.45
2024-01-15 03:25:00,131.24
2024-01-15 03:26:00,160.3
2024-01-15 03:27:00,160.28
2024-01-15 03:28:00,160.3
2024-01-15 03:29:00,227.05
2024-01-15 03:30:00,161.42
2024-01-15 03:31:00,172.71
2024-01-15 03:32:00,169.08
2024-01-15 03:33:00,163.03
2024-01-15 03:34:00,143.69
2024-01-15 03:35:00,165.18
2024-01-15 03:36:00,134.54
2024-01-15 03:37:00,145.26
2024-01-15 03:38:00,140.29
2024-01-15 03:39:00,151.64
2024-01-15 03:40:00,196.29
2024-01-15 03:41:00,112.65
2024-01-15 03:42:00,163.73
2024-01-15 03:43:00,117.75
2024-01-15 03:44:00,140.56
2024-01-15 03:45:00,171.78
2024-01-15 03:46:00,151.29
2024-01-15 03:47:00,128.45
2024-01-15 03:48:00,135.69
2024-01-15 03:49:00,163.59
2024-01-15 03:50:00,0.0
2024-01-15 03:51:00,4.33
2024-01-15 03:52:00,0.91
2024-01-15 03:53:00,0.0
2024-01-15 03:54:00,42.88
2024-01-15 03:55:00,12.68
2024-01-15 03:56:00,0.0
2024-01-15 03:57:00,3.73
2024-01-15 03:58:00,0.0
2024-01-15 03:59:00,17.05
2024-01-15 04:00:00,0.0
2024-01-15 04:01:00,0.0
2024-01-15 04:02:00,10.1
2024-01-15 04:03:00,17.32
2024-01-15 04:04:00,0.0
2024-01-15 04:05:00,0.0
2024-01-15 04:06:00,0.0
2024-01-15 04:07:00,0.0
2024-01-15 04:08:00,35.31
2024-01-15 04:09:00,8.1
2024-01-15 04:10:00,124.78
2024-01-15 04:11:00,168.36
2024-01-15 04:12:00,192.44
2024-01-15 04:13:00,170.65
2024-01-15 04:14:00,119.61
2024-01-15 04:15:00,140.32
2024-01-15 04:16:00,175.34
2024-01-15 04:17:00,135.85
2024-01-15 04:18:00,158.88
2024-01-15 04:19:00,165.49
2024-01-15 04:20:00,131.46
2024-01-15 04:21:00,148.81
2024-01-15 04:22:00,85.17
2024-01-15 04:23:00,129.51
2024-01-15 04:24:00,144.95
2024-01-15 04:25:00,125.04
2024-01-15 04:26:00,182.65
2024-01-15 04:27:00,121.4
2024-01-15 04:28:00,141.2
2024-01-15 04:29:00,152.61
2024-01-15 04:30:00,178.83
2024-01-15 04:31:00,121.28
2024-01-15 04:32:00,173.26
2024-01-15 04:33:00,150.2
2024-01-15 04:34:00,130.37
2024-01-15 04:35:00,159.24
2024-01-15 04:36:00,153.98
2024-01-15 04:37:00,138.0
2024-01-15 04:38:00,151.4
2024-01-15 04:39:00,142.29
2024-01-15 04:40:00,2.27
2024-01-15 04:41:00,13.24
2024-01-15 04:42:00,31.72
2024-01-15 04:43:00,0.0
2024-01-15 04:44:00,42.66
2024-01-15 04:45:00,0.0
2024-01-15 04:46:00,0.0
2024-01-15 04:47:00,11.77
2024-01-15 04:48:00,5.62
2024-01-15 04:49:00,0.0
2024-01-15 04:50:00,0.0
2024-01-15 04:51:00,0.0
2024-01-15 04:52:00,0.0
2024-01-15 04:53:00,16.99
2024-01-15 04:54:00,7.14
2024-01-15 04:55:00,0.0
2024-01-15 04:56:00,17.99
2024-01-15 04:57:00,6.15
2024-01-15 04:58:00,16.26
2024-01-15 04:59:00,12.59
2024-01-15 05:00:00,133.42
2024-01-15 05:01:00,138.8
2024-01-15 05:02:00,164.95
2024-01-15 05:03:00,162.21
2024-01-15 05:04:00,149.58
2024-01-15 05:05:00,152.35
2024-01-15 05:06:00,175.55
2024-01-15 05:07:00,138.17
2024-01-15 05:08:00,160.94
2024-01-15 05:09:00,145.96
2024-01-15 05:10:00,145.65
2024-01-15 05:11:00,171.98
2024-01-15 05:12:00,166.51
2024-01-15 05:13:00,166.27
2024-01-15 05:14:00,176.11
2024-01-15 05:15:00,150.42
2024-01-15 05:16:00,163.64
2024-01-15 05:17:00,143.79
2024-01-15 05:18:00,156.48
2024-01-15 05:19:00,147.4
2024-01-15 05:20:00,151.94
2024-01-15 05:21:00,161.9
2024-01-15 05:22:00,133.64
2024-01-15 05:23:00,191.85
2024-01-15 05:24:00,129.88
2024-01-15 05:25:00,125.72
2024-01-15 05:26:00,173.16
2024-01-15 05:27:00,165.83
2024-01-15 05:28:00,162.48
2024-01-15 05:29:00,162.57
2024-01-15 05:30:00,0.0
2024-01-15 05:31:00,0.0
2024-01-15 05:32:00,1.52
2024-01-15 05:33:00,0.0
2024-01-15 05:34:00,19.5
2024-01-15 05:35:00,0.0
2024-01-15 05:36:00,0.0
2024-01-15 05:37:00,0.0
2024-01-15 05:38:00,8.26
2024-01-15 05:39:00,0.0
2024-01-15 05:40:00,0.0
2024-01-15 05:41:00,4.87
2024-01-15 05:42:00,4.9
2024-01-15 05:43:00,0.0
2024-01-15 05:44:00,0.0
2024-01-15 05:45:00,4.64
2024-01-15 05:46:00,0.0
2024-01-15 05:47:00,0.0
2024-01-15 05:48:00,0.0
2024-01-15 05:49:00,0.0
2024-01-15 05:50:00,156.22
2024-01-15 05:51:00,179.51
2024-01-15 05:52:00,167.15
2024-01-15 05:53:00,146.8
2024-01-15 05:54:00,149.62
2024-01-15 05:55:00,129.95
2024-01-15 05:56:00,149.63
2024-01-15 05:57:00,144.23
2024-01-15 05:58:00,156.45
2024-01-15 05:59:00,133.46
2024-01-15 06:00:00,160.39
2024-01-15 06:01:00,180.65
2024-01-15 06:02:00,147.82
2024-01-15 06:03:00,158.03
2024-01-15 06:04:00,163.8
2024-01-15 06:05:00,141.98
2024-01-15 06:06:00,154.48
2024-01-15 06:07:00,150.25
2024-01-15 06:08:00,151.95
2024-01-15 06:09:00,134.54
2024-01-15 06:10:00,150.49
2024-01-15 06:11:00,159.96
2024-01-15 06:12:00,179.02
2024-01-15 06:13:00,169.19
2024-01-15 06:14:00,193.06
2024-01-15 06:15:00,134.65
2024-01-15 06:16:00,167.45
2024-01-15 06:17:00,153.67
2024-01-15 06:18:00,193.8
2024-01-15 06:19:00,133.83
2024-01-15 06:20:00,0.0
2024-01-15 06:21:00,0.0
2024-01-15 06:22:00,0.0
2024-01-15 06:23:00,0.0
2024-01-15 06:24:00,0.0
2024-01-15 06:25:00,3.01
2024-01-15 06:26:00,6.84
2024-01-15 06:27:00,37.52
2024-01-15 06:28:00,19.01
2024-01-15 06:29:00,0.0
2024-01-15 06:30:00,0.0
2024-01-15 06:31:00,9.84
2024-01-15 06:32:00,0.0
2024-01-15 06:33:00,36.63
2024-01-15 06:34:00,23.59
2024-01-15 06:35:00,0.0
2024-01-15 06:36:00,0.0
2024-01-15 06:37:00,27.08
2024-01-15 06:38:00,0.0
2024-01-15 06:39:00,24.76
2024-01-15 06:40:00,118.11
2024-01-15 06:41:00,138.01
2024-01-15 06:42:00,150.1
2024-01-15 06:43:00,150.94
2024-01-15 06:44:00,141.0
2024-01-15 06:45:00,162.46
2024-01-15 06:46:00,128.65
2024-01-15 06:47:00,147.15
2024-01-15 06:48:00,152.41
2024-01-15 06:49:00,160.29
2024-01-15 06:50:00,164.23
2024-01-15 06:51:00,127.51
2024-01-15 06:52:00,119.32
2024-01-15 06:53:00,175.55
2024-01-15 06:54:00,156.65
2024-01-15 06:55:00,135.03
2024-01-15 06:56:00,181.02
2024-01-15 06:57:00,152.31
2024-01-15 06:58:00,173.59
2024-01-15 06:59:00,151.35
2024-01-15 07:00:00,1691.21
2024-01-15 07:01:00,1685.11
2024-01-15 07:02:00,1645.02
2024-01-15 07:03:00,1669.43
2024-01-15 07:04:00,1662.91
2024-01-15 07:05:00,1677.37
2024-01-15 07:06:00,1630.7
2024-01-15 07:07:00,1663.72
2024-01-15 07:08:00,1671.17
2024-01-15 07:09:00,1614.83
2024-01-15 07:10:00,1476.33
2024-01-15 07:11:00,1459.22
2024-01-15 07:12:00,1494.61
2024-01-15 07:13:00,1514.35
2024-01-15 07:14:00,1530.05
2024-01-15 07:15:00,1501.48
2024-01-15 07:16:00,1532.57
2024-01-15 07:17:00,1472.4
2024-01-15 07:18:00,1465.93
2024-01-15 07:19:00,1498.89
2024-01-15 07:20:00,1507.68
2024-01-15 07:21:00,1499.35
2024-01-15 07:22:00,1458.65
2024-01-15 07:23:00,1498.22
2024-01-15 07:24:00,1473.91
2024-01-15 07:25:00,1513.39
2024-01-15 07:26:00,1507.33
2024-01-15 07:27:00,1481.2
2024-01-15 07:28:00,1489.72
2024-01-15 07:29:00,1478.82
2024-01-15 07:30:00,148.75
2024-01-15 07:31:00,169.1
2024-01-15 07:32:00,130.29
2024-01-15 07:33:00,160.08
2024-01-15 07:34:00,139.39
2024-01-15 07:35:00,134.14
2024-01-15 07:36:00,147.86
2024-01-15 07:37:00,129.3
2024-01-15 07:38:00,138.93
2024-01-15 07:39:00,126.04
2024-01-15 07:40:00,189.29
2024-01-15 07:41:00,150.71
2024-01-15 07:42:00,136.01
2024-01-15 07:43:00,154.28
2024-01-15 07:44:00,147.75
2024-01-15 07:45:00,145.58
2024-01-15 07:46:00,162.28
2024-01-15 07:47:00,165.15
2024-01-15 07:48:00,139.39
2024-01-15 07:49:00,138.48
2024-01-15 07:50:00,144.5
2024-01-15 07:51:00,103.96
2024-01-15 07:52:00,119.7
2024-01-15 07:53:00,177.34
2024-01-15 07:54:00,182.9
2024-01-15 07:55:00,145.02
2024-01-15 07:56:00,161.53
2024-01-15 07:57:00,156.23
2024-01-15 07:58:00,211.58
2024-01-15 07:59:00,172.39
2024-01-15 08:00:00,1197.44
2024-01-15 08:01:00,1180.89
2024-01-15 08:02:00,1167.87
2024-01-15 08:03:00,1204.07
2024-01-15 08:04:00,1184.87
2024-01-15 08:05:00,0.0
2024-01-15 08:06:00,0.0
2024-01-15 08:07:00,0.0
2024-01-15 08:08:00,33.74
2024-01-15 08:09:00,17.63
2024-01-15 08:10:00,0.0
2024-01-15 08:11:00,29.6
2024-01-15 08:12:00,1.55
2024-01-15 08:13:00,0.0
2024-01-15 08:14:00,30.46
2024-01-15 08:15:00,10.78
2024-01-15 08:16:00,0.0
2024-01-15 08:17:00,0.0
2024-01-15 08:18:00,0.0
2024-01-15 08:19:00,0.0
2024-01-15 08:20:00,168.52
2024-01-15 08:21:00,188.19
2024-01-15 08:22:00,122.03
2024-01-15 08:23:00,161.26
2024-01-15 08:24:00,136.99
2024-01-15 08:25:00,140.26
2024-01-15 08:26:00,138.15
2024-01-15 08:27:00,132.72
2024-01-15 08:28:00,150.97
2024-01-15 08:29:00,133.38
2024-01-15 08:30:00,155.41
2024-01-15 08:31:00,149.0
2024-01-15 08:32:00,145.22
2024-01-15 08:33:00,131.85
2024-01-15 08:34:00,138.46
2024-01-15 08:35:00,165.11
2024-01-15 08:36:00,160.02
2024-01-15 08:37:00,130.45
2024-01-15 08:38:00,151.99
2024-01-15 08:39:00,165.03
2024-01-15 08:40:00,116.61
2024-01-15 08:41:00,160.87
2024-01-15 08:42:00,136.75
2024-01-15 08:43:00,161.41
2024-01-15 08:44:00,134.73
2024-01-15 08:45:00,113.9
2024-01-15 08:46:00,117.45
2024-01-15 08:47:00,150.96
2024-01-15 08:48:00,155.19
2024-01-15 08:49:00,131.91
2024-01-15 08:50:00,12.77
2024-01-15 08:51:00,0.0
2024-01-15 08:52:00,0.0
2024-01-15 08:53:00,0.0
2024-01-15 08:54:00,0.0
2024-01-15 08:55:00,0.95
2024-01-15 08:56:00,0.0
2024-01-15 08:57:00,0.0
2024-01-15 08:58:00,20.13
2024-01-15 08:59:00,0.0
2024-01-15 09:00:00,516.71
2024-01-15 09:01:00,477.41
2024-01-15 09:02:00,510.6
2024-01-15 09:03:00,528.83
2024-01-15 09:04:00,450.57
2024-01-15 09:05:00,484.06
2024-01-15 09:06:00,511.54
2024-01-15 09:07:00,495.94
2024-01-15 09:08:00,507.42
2024-01-15 09:09:00,487.92
2024-01-15 09:10:00,651.73
2024-01-15 09:11:00,646.89
2024-01-15 09:12:00,673.36
2024-01-15 09:13:00,655.09
2024-01-15 09:14:00,656.75
2024-01-15 09:15:00,641.76
2024-01-15 09:16:00,640.25
2024-01-15 09:17:00,641.35
2024-01-15 09:18:00,657.89
2024-01-15 09:19:00,641.58
2024-01-15 09:20:00,655.8
2024-01-15 09:21:00,691.51
2024-01-15 09:22:00,667.42
2024-01-15 09:23:00,643.48
2024-01-15 09:24:00,674.02
2024-01-15 09:25:00,641.84
2024-01-15 09:26:00,609.24
2024-01-15 09:27:00,629.84
2024-01-15 09:28:00,612.58
2024-01-15 09:29:00,642.97
2024-01-15 09:30:00,650.37
2024-01-15 09:31:00,683.53
2024-01-15 09:32:00,656.54
2024-01-15 09:33:00,645.62
2024-01-15 09:34:00,666.59
2024-01-15 09:35:00,605.78
2024-01-15 09:36:00,654.71
2024-01-15 09:37:00,665.42
2024-01-15 09:38:00,620.43
2024-01-15 09:39:00,672.88
2024-01-15 09:40:00,506.77
2024-01-15 09:41:00,491.69
2024-01-15 09:42:00,512.66
2024-01-15 09:43:00,545.41
2024-01-15 09:44:00,503.64
2024-01-15 09:45:00,504.96
2024-01-15 09:46:00,490.81
2024-01-15 09:47:00,483.0
2024-01-15 09:48:00,516.61
2024-01-15 09:49:00,482.88
2024-01-15 09:50:00,501.43
2024-01-15 09:51:00,490.45
2024-01-15 09:52:00,509.58
2024-01-15 09:53:00,506.67
2024-01-15 09:54:00,520.75
2024-01-15 09:55:00,489.8
2024-01-15 09:56:00,494.6
2024-01-15 09:57:00,480.42
2024-01-15 09:58:00,491.11
2024-01-15 09:59:00,507.55
2024-01-15 10:00:00,165.14
2024-01-15 10:01:00,131.56
2024-01-15 10:02:00,167.39
2024-01-15 10:03:00,177.11
2024-01-15 10:04:00,158.27
2024-01-15 10:05:00,187.54
2024-01-15 10:06:00,134.52
2024-01-15 10:07:00,125.11
2024-01-15 10:08:00,114.43
2024-01-15 10:09:00,179.92
2024-01-15 10:10:00,163.09
2024-01-15 10:11:00,148.89
2024-01-15 10:12:00,155.6
2024-01-15 10:13:00,127.49
2024-01-15 10:14:00,198.92
2024-01-15 10:15:00,152.58
2024-01-15 10:16:00,152.19
2024-01-15 10:17:00,164.52
2024-01-15 10:18:00,159.62
2024-01-15 10:19:00,154.48
2024-01-15 10:20:00,134.19
2024-01-15 10:21:00,159.43
2024-01-15 10:22:00,187.64
2024-01-15 10:23:00,176.91
2024-01-15 10:24:00,181.86
2024-01-15 10:25:00,139.78
2024-01-15 10:26:00,130.21
2024-01-15 10:27:00,147.48
2024-01-15 10:28:00,151.11
2024-01-15 10:29:00,171.88
2024-01-15 10:30:00,0.0
2024-01-15 10:31:00,30.59
2024-01-15 10:32:00,0.0
2024-01-15 10:33:00,0.0
2024-01-15 10:34:00,0.0
2024-01-15 10:35:00,0.0
2024-01-15 10:36:00,16.46
2024-01-15 10:37:00,1.47
2024-01-15 10:38:00,0.0
2024-01-15 10:39:00,0.0
2024-01-15 10:40:00,0.0
2024-01-15 10:41:00,33.38
2024-01-15 10:42:00,0.0
2024-01-15 10:43:00,0.0
2024-01-15 10:44:00,0.0
2024-01-15 10:45:00,0.0
2024-01-15 10:46:00,0.0
2024-01-15 10:47:00,0.0
2024-01-15 10:48:00,0.0
2024-01-15 10:49:00,13.92
2024-01-15 10:50:00,186.98
2024-01-15 10:51:00,172.53
2024-01-15 10:52:00,144.62
2024-01-15 10:53:00,127.87
2024-01-15 10:54:00,201.47
2024-01-15 10:55:00,151.18
2024-01-15 10:56:00,150.28
2024-01-15 10:57:00,149.52
2024-01-15 10:58:00,153.96
2024-01-15 10:59:00,147.11
2024-01-15 11:00:00,138.53
2024-01-15 11:01:00,139.06
2024-01-15 11:02:00,149.34
2024-01-15 11:03:00,139.13
2024-01-15 11:04:00,135.74
2024-01-15 11:05:00,152.13
2024-01-15 11:06:00,144.9
2024-01-15 11:07:00,180.08
2024-01-15 11:08:00,96.98
2024-01-15 11:09:00,171.83
2024-01-15 11:10:00,174.92
2024-01-15 11:11:00,108.53
2024-01-15 11:12:00,143.15
2024-01-15 11:13:00,142.57
2024-01-15 11:14:00,121.85
2024-01-15 11:15:00,134.44
2024-01-15 11:16:00,127.79
2024-01-15 11:17:00,185.05
2024-01-15 11:18:00,168.71
2024-01-15 11:19:00,175.43
2024-01-15 11:20:00,14.43
2024-01-15 11:21:00,0.0
2024-01-15 11:22:00,0.0
2024-01-15 11:23:00,9.79
2024-01-15 11:24:00,0.0
2024-01-15 11:25:00,14.26
2024-01-15 11:26:00,0.0
2024-01-15 11:27:00,0.0
2024-01-15 11:28:00,14.22
2024-01-15 11:29:00,8.89
2024-01-15 11:30:00,0.0
2024-01-15 11:31:00,23.19
2024-01-15 11:32:00,0.0
2024-01-15 11:33:00,12.32
2024-01-15 11:34:00,11.86
2024-01-15 11:35:00,0.0
2024-01-15 11:36:00,6.52
2024-01-15 11:37:00,0.0
2024-01-15 11:38:00,18.48
2024-01-15 11:39:00,0.0
2024-01-15 11:40:00,139.55
2024-01-15 11:41:00,170.98
2024-01-15 11:42:00,135.91
2024-01-15 11:43:00,121.83
2024-01-15 11:44:00,118.87
2024-01-15 11:45:00,162.12
2024-01-15 11:46:00,124.39
2024-01-15 11:47:00,185.1
2024-01-15 11:48:00,108.36
2024-01-15 11:49:00,183.93
2024-01-15 11:50:00,154.22
2024-01-15 11:51:00,148.07
2024-01-15 11:52:00,139.1
2024-01-15 11:53:00,157.98
2024-01-15 11:54:00,149.25
2024-01-15 11:55:00,172.07
2024-01-15 11:56:00,152.28
2024-01-15 11:57:00,153.01
2024-01-15 11:58:00,142.73
2024-01-15 11:59:00,148.86
2024-01-15 12:00:00,156.16
2024-01-15 12:01:00,115.8
2024-01-15 12:02:00,123.04
2024-01-15 12:03:00,164.87
2024-01-15 12:04:00,153.42
2024-01-15 12:05:00,146.32
2024-01-15 12:06:00,150.37
2024-01-15 12:07:00,156.95
2024-01-15 12:08:00,139.2
2024-01-15 12:09:00,134.43
2024-01-15 12:10:00,3.92
2024-01-15 12:11:00,0.0
2024-01-15 12:12:00,8.17
2024-01-15 12:13:00,0.0
2024-01-15 12:14:00,20.58
2024-01-15 12:15:00,9.45
2024-01-15 12:16:00,5.12
2024-01-15 12:17:00,19.65
2024-01-15 12:18:00,33.31
2024-01-15 12:19:00,20.29
2024-01-15 12:20:00,0.0
2024-01-15 12:21:00,0.0
2024-01-15 12:22:00,0.0
2024-01-15 12:23:00,0.52
2024-01-15 12:24:00,10.35
2024-01-15 12:25:00,0.0
2024-01-15 12:26:00,3.74
2024-01-15 12:27:00,0.0
2024-01-15 12:28:00,0.0
2024-01-15 12:29:00,0.0
2024-01-15 12:30:00,131.54
2024-01-15 12:31:00,122.97
2024-01-15 12:32:00,130.48
2024-01-15 12:33:00,171.07
2024-01-15 12:34:00,131.01
2024-01-15 12:35:00,202.65
2024-01-15 12:36:00,159.87
2024-01-15 12:37:00,153.7
2024-01-15 12:38:00,132.83
2024-01-15 12:39:00,164.01
2024-01-15 12:40:00,138.49
2024-01-15 12:41:00,152.44
2024-01-15 12:42:00,201.2
2024-01-15 12:43:00,148.08
2024-01-15 12:44:00,172.99
2024-01-15 12:45:00,135.94
2024-01-15 12:46:00,149.3
2024-01-15 12:47:00,185.42
2024-01-15 12:48:00,137.46
2024-01-15 12:49:00,186.25
2024-01-15 12:50:00,164.16
2024-01-15 12:51:00,138.75
2024-01-15 12:52:00,162.65
2024-01-15 12:53:00,169.45
2024-01-15 12:54:00,162.44
2024-01-15 12:55:00,118.6
2024-01-15 12:56:00,135.46
2024-01-15 12:57:00,145.05
2024-01-15 12:58:00,148.51
2024-01-15 12:59:00,162.41
2024-01-15 13:00:00,2003.55
2024-01-15 13:01:00,1973.29
2024-01-15 13:02:00,2007.6
2024-01-15 13:03:00,2012.21
2024-01-15 13:04:00,2011.2
2024-01-15 13:05:00,2021.62
2024-01-15 13:06:00,2016.68
2024-01-15 13:07:00,2009.18
2024-01-15 13:08:00,1998.6
2024-01-15 13:09:00,1966.78
2024-01-15 13:10:00,2008.59
2024-01-15 13:11:00,2004.15
2024-01-15 13:12:00,2005.43
2024-01-15 13:13:00,1974.47
2024-01-15 13:14:00,1978.38
2024-01-15 13:15:00,2021.06
2024-01-15 13:16:00,1999.21
2024-01-15 13:17:00,2013.63
2024-01-15 13:18:00,2000.57
2024-01-15 13:19:00,2000.6
2024-01-15 13:20:00,2168.77
2024-01-15 13:21:00,2139.68
2024-01-15 13:22:00,2151.92
2024-01-15 13:23:00,2140.75
2024-01-15 13:24:00,2141.31
2024-01-15 13:25:00,2143.82
2024-01-15 13:26:00,2154.44
2024-01-15 13:27:00,2140.43
2024-01-15 13:28:00,2175.12
2024-01-15 13:29:00,2132.11
2024-01-15 13:30:00,2146.26
2024-01-15 13:31:00,2141.21
2024-01-15 13:32:00,2178.94
2024-01-15 13:33:00,2153.93
2024-01-15 13:34:00,2170.64
2024-01-15 13:35:00,2120.29
2024-01-15 13:36:00,2155.34
